Identifier	Character	Dialogue	Filename	Line Number	Ren'Py Script
day2_emma_1_8f4225b4	i	I... needed to talk to Daniel. But, clearly, I was interrupting something.	game/story_scripts/day2_emma.rpy	596	i "[what]"
day2_emma_1_9b3fc812		{i}I hugged Daniel, not really thinking it through. His body pressed against mine, warm and solid. I felt strange, confused even. Daniel and I weren’t close, not like that.	game/story_scripts/day2_emma.rpy	601	"[what]"
day2_emma_1_1f579e80	e_	Is this what I’ve become? I never thought I’d be hugging Daniel of all people.	game/story_scripts/day2_emma.rpy	602	e_ "[what]"
day2_emma_1_d638caa6		{i}Something in me had shifted, and I couldn’t quite put my finger on it. Maybe the situation had broken a part of me, or maybe it had revealed something I didn’t even know was there.	game/story_scripts/day2_emma.rpy	603	"[what]"
day2_emma_1_b69ce27e		{i}His hands slid down to my waist, holding me tighter. I could feel him taking advantage of the moment. My gut twisted.	game/story_scripts/day2_emma.rpy	604	"[what]"
day2_emma_1_893ba3da	e_	What is he doing? What am I letting him do?	game/story_scripts/day2_emma.rpy	606	e_ "[what]"
day2_emma_1_124b5df8	d	You’re shaking,	game/story_scripts/day2_emma.rpy	607	d "[what]"
day2_emma_1_99d337b8		{i}He said softly, his breath warm against my neck.	game/story_scripts/day2_emma.rpy	608	"[what]"
day2_emma_1_76c13189	d	You don’t have to go through this alone.	game/story_scripts/day2_emma.rpy	609	d "[what]"
day2_emma_1_a705f649		{i}He was trying to be soothing, but there was something off. A hint of smugness in his voice.	game/story_scripts/day2_emma.rpy	611	"[what]"
day2_emma_1_3ccf1cc9		{i}I could feel it in the way he held me. Like he knew I was vulnerable, like he was getting exactly what he wanted. My mind raced.	game/story_scripts/day2_emma.rpy	612	"[what]"
day2_emma_1_72f3869f	e_	Why am I still here? I don’t trust him. Not really. But... maybe I didn’t want to be alone either.	game/story_scripts/day2_emma.rpy	613	e_ "[what]"
day2_emma_1_a0a9c46f		{i}When I pulled back just a bit, our faces were so close. Too close.	game/story_scripts/day2_emma.rpy	615	"[what]"
day2_emma_1_0d9d79c0		{i}His eyes locked onto mine, and I felt trapped. For a second, I couldn’t move, couldn’t breathe.	game/story_scripts/day2_emma.rpy	616	"[what]"
day2_emma_1_554bc2c2		{i}There was something electric between us, something I hadn’t expected. But then, out of nowhere, the door swung open.	game/story_scripts/day2_emma.rpy	617	"[what]"
day2_emma_1_913c3724	i	What the hell is this?	game/story_scripts/day2_emma.rpy	620	i "[what]"
day2_emma_1_8dac9106		{i}I froze. Isabella stood there, wrapped in nothing but a towel, her eyes darting between us.	game/story_scripts/day2_emma.rpy	621	"[what]"
day2_emma_1_19acb6cb		{i}She wasn’t looking at Daniel. No, her gaze was locked on me, burning into me like lasers.	game/story_scripts/day2_emma.rpy	622	"[what]"
day2_emma_1_4d6e7aa5	e_	Oh, crap... this looks bad. Really bad.	game/story_scripts/day2_emma.rpy	624	e_ "[what]"
day2_emma_1_0361f0b7		{i}Daniel hadn’t even flinched. In fact, he had a cocky grin plastered on his face, like he was proud of this little scene.	game/story_scripts/day2_emma.rpy	625	"[what]"
day2_emma_1_b02220d5		{i}I stepped back, my hand instinctively going to my hair, trying to make sense of everything.	game/story_scripts/day2_emma.rpy	627	"[what]"
day2_emma_1_025eedbc		{i}I could feel Isabella’s judgement in the air. Her stare was intense, like she was trying to dissect every detail, every wrong move.	game/story_scripts/day2_emma.rpy	628	"[what]"
day2_emma_1_9b33fa1b	d	Relax, Isa. We were just talking.	game/story_scripts/day2_emma.rpy	629	d "[what]"
day2_emma_1_f62cc0f5	e_	Talking? Really, Daniel? That’s the best you can come up with?	game/story_scripts/day2_emma.rpy	630	e_ "[what]"
day2_emma_1_c8587b7a		{i}She wasn’t buying his bullshit for a second, and honestly, neither was I.	game/story_scripts/day2_emma.rpy	632	"[what]"
day2_emma_1_63a5b4c4	i	Talking?	game/story_scripts/day2_emma.rpy	634	i "[what]"
day2_emma_1_2184981f	i	Looks like more than that to me.	game/story_scripts/day2_emma.rpy	635	i "[what]"
day2_emma_1_836c130f	e_	I need to say something. I need to explain... but what can I even say?	game/story_scripts/day2_emma.rpy	637	e_ "[what]"
day2_emma_1_de3b2d3c	e	It’s not what it looks like,	game/story_scripts/day2_emma.rpy	638	e "[what]"
day2_emma_1_d8a7d3a0		{i}I finally blurted, though the words felt hollow even to me. My voice sounded weak, like I wasn’t even convinced.	game/story_scripts/day2_emma.rpy	639	"[what]"
day2_emma_1_4bdf0e49		{i}Isabella didn’t respond right away, just looked at me with those piercing eyes. Her stare was doing more damage than any words could.	game/story_scripts/day2_emma.rpy	641	"[what]"
day2_emma_1_766eaefc	d	Emma’s just had a rough night,	game/story_scripts/day2_emma.rpy	642	d "[what]"
day2_emma_1_44b0ea7c		{i}he chimed in, as if that explained everything. His voice was too smooth, too calculated.	game/story_scripts/day2_emma.rpy	643	"[what]"
day2_emma_1_d83a1076		{i}Isabella's eyes flicked from me to Daniel, narrowing in suspicion.	game/story_scripts/day2_emma.rpy	645	"[what]"
day2_emma_1_734c163a	e_	Oh God, she thinks there’s something going on here... does she really think that? Hell, do *I* think that?	game/story_scripts/day2_emma.rpy	646	e_ "[what]"
day2_emma_1_faf14470	i	I see,	game/story_scripts/day2_emma.rpy	648	i "[what]"
day2_emma_1_e087bfc3		{i}she said, her voice dripping with sarcasm.	game/story_scripts/day2_emma.rpy	649	"[what]"
day2_emma_1_c40d532d	i	Looks like you’re doing a *great* job of comforting her, Daniel.	game/story_scripts/day2_emma.rpy	650	i "[what]"
day2_emma_1_0e029f56	e_	This is ridiculous. I need to get out of here before this blows up even more.	game/story_scripts/day2_emma.rpy	651	e_ "[what]"
day2_emma_1_a260bed8	e	Isabella, I actually came here to tell you both something important,	game/story_scripts/day2_emma.rpy	654	e "[what]"
day2_emma_1_d7b2c4eb	e_	Focus, Emma, this is serious.	game/story_scripts/day2_emma.rpy	655	e_ "[what]"
day2_emma_1_a91ed85d	i	What is it?	game/story_scripts/day2_emma.rpy	657	i "[what]"
day2_emma_1_d551c8df	e	It's Alex... he was attacked tonight. Right here in the house.	game/story_scripts/day2_emma.rpy	659	e "[what]"
day2_emma_1_f00e0f08	e_	I need them to understand the gravity of this.	game/story_scripts/day2_emma.rpy	660	e_ "[what]"
day2_emma_1_71dea02a	i	Attacked? My God, is he okay?	game/story_scripts/day2_emma.rpy	662	i "[what]"
day2_emma_1_4596e82f		{i}There was a sudden sharpness in her voice, genuine concern that threw me off just a bit.	game/story_scripts/day2_emma.rpy	663	"[what]"
day2_emma_1_7dbcc427	e_	Since when does Isabella care so much about Alex?	game/story_scripts/day2_emma.rpy	664	e_ "[what]"
day2_emma_1_c46af526	e	He's hurt, but he'll be okay. We need to be careful though. We might have an intruder on the property.	game/story_scripts/day2_emma.rpy	666	e "[what]"
day2_emma_1_5e2149da	d	An intruder? That’s serious. We should probably check the security footage, see if we caught anything.	game/story_scripts/day2_emma.rpy	668	d "[what]"
day2_emma_1_828e3f24		{i}His suggestion was practical, but his tone was too calm, almost detached.	game/story_scripts/day2_emma.rpy	669	"[what]"
day2_emma_1_a00b36e8	e_	Is he not taking this seriously?	game/story_scripts/day2_emma.rpy	670	e_ "[what]"
day2_emma_1_02e2e985	i	I'll call the security company first thing in the morning.	game/story_scripts/day2_emma.rpy	671	i "[what]"
day2_emma_1_8a8160cd	i	Thank you for letting us know, Emma.	game/story_scripts/day2_emma.rpy	672	i "[what]"
day2_emma_1_71e37f68		{i}Her gratitude sounded sincere, but there was a flicker of something in her eyes that I couldn’t read.	game/story_scripts/day2_emma.rpy	673	"[what]"
day2_emma_1_2a32076d	e_	Is she really concerned, or is there something else on her mind?	game/story_scripts/day2_emma.rpy	674	e_ "[what]"
day2_emma_1_0b1f8354	e	Of course, I thought you should know.	game/story_scripts/day2_emma.rpy	676	e "[what]"
day2_emma_1_151e50b3	e	I think I’d better head back to my room now, just came to inform you both.	game/story_scripts/day2_emma.rpy	677	e "[what]"
day2_emma_1_626a099e	i	Yes, of course. Safety first, right?	game/story_scripts/day2_emma.rpy	678	i "[what]"
day2_emma_1_b3ee0ac5	e_	What are you not telling us, Isabella?	game/story_scripts/day2_emma.rpy	679	e_ "[what]"
day2_emma_1_f34a5f00	d	Emma, be careful, okay? If there’s someone out there...	game/story_scripts/day2_emma.rpy	680	d "[what]"
day2_emma_1_dbb83a3e	e	I will, thanks.	game/story_scripts/day2_emma.rpy	681	e "[what]"
day2_emma_1_5ee54078	e_	Why do I feel like he’s only pretending to care?	game/story_scripts/day2_emma.rpy	682	e_ "[what]"
day2_emma_1_fc150ac9		{i}I left the room quickly, the weight of their stares heavy on my back.	game/story_scripts/day2_emma.rpy	684	"[what]"
day2_emma_1_0701b171		{i}As I walked down the quiet hallway, the echo of my footsteps a stark reminder of the night’s revelations, I couldn’t shake the unease.	game/story_scripts/day2_emma.rpy	687	"[what]"
day2_emma_1_87c0c679	e_	Was coming here a mistake? But they needed to know, didn’t they?	game/story_scripts/day2_emma.rpy	688	e_ "[what]"
day2_emma_1_963f547e		{i}When I walked back into the bedroom, I felt like I was carrying the weight of the entire night on my shoulders.	game/story_scripts/day2_emma.rpy	690	"[what]"
day2_emma_1_fc4de125		{i}I sat on the edge of the bed, barely able to catch my breath. My mind was spinning. Everything felt off, the tension thick like a fog that refused to lift.	game/story_scripts/day2_emma.rpy	691	"[what]"
day2_emma_1_9f5cfdb6	e_	I did what I had to do. Now, it’s up to them to do the right thing.	game/story_scripts/day2_emma.rpy	692	e_ "[what]"
day2_emma_1_8242013e	e_	I hoped they would take the warning seriously, despite the undercurrents of something unsaid, something ominous.	game/story_scripts/day2_emma.rpy	693	e_ "[what]"
day2_emma_1_e83ef7c4		{i}That’s when Alex walked in, slow and cautious, as if I might snap at any moment.	game/story_scripts/day2_emma.rpy	696	"[what]"
day2_emma_1_581936b4		{i}His eyes were focused, but I could tell he was trying to hold it together just as much as I was. When he pulled out a knife, my breath caught in my throat.	game/story_scripts/day2_emma.rpy	697	"[what]"
day2_emma_1_3e20871c	e	Alex... are you okay? What happened? Where did you find this?	game/story_scripts/day2_emma.rpy	699	e "[what]"
day2_emma_1_6604697f		{i}My words came out in a rush. I wasn’t sure what to think, but panic was starting to claw at me.	game/story_scripts/day2_emma.rpy	700	"[what]"
day2_emma_1_4da190d4	e_	Wait, what the hell? A knife? Where did he get that?	game/story_scripts/day2_emma.rpy	701	e_ "[what]"
day2_emma_1_437e709f		{i}He sighed, clearly trying to figure out how to explain.	game/story_scripts/day2_emma.rpy	703	"[what]"
day2_emma_1_8d277ba5	e_	Great, now he’s hiding something. Come on, just say it, Alex.	game/story_scripts/day2_emma.rpy	704	e_ "[what]"
day2_emma_1_aee983e3	a	I'm fine, Emma. I mean, physically, I'm fine. But I couldn't find whoever did this.	game/story_scripts/day2_emma.rpy	705	a "[what]"
day2_emma_1_1c9ee820		{i}That didn’t make me feel better. My eyes stayed glued to the knife, my stomach doing flips.	game/story_scripts/day2_emma.rpy	706	"[what]"
day2_emma_1_70172255	e_	Physically fine? That’s not what I’m asking. Where did this come from?	game/story_scripts/day2_emma.rpy	707	e_ "[what]"
day2_emma_1_67746c0c	a	I just found the knife, and I'm sure it was used to try... well, you know.	game/story_scripts/day2_emma.rpy	708	a "[what]"
day2_emma_1_edeb14bb	e	This is horrible... do you think the person is still here, in the mansion?	game/story_scripts/day2_emma.rpy	710	e "[what]"
day2_emma_1_4508f1d3		{i}I barely recognized my own voice—soft, almost trembling.	game/story_scripts/day2_emma.rpy	711	"[what]"
day2_emma_1_50cdcf39	e_	Whoever did this could still be here. Damn it, why am I even still sitting here? I need to move, do something.	game/story_scripts/day2_emma.rpy	712	e_ "[what]"
day2_emma_1_893a47c7	a	I'm not sure, but it's possible.	game/story_scripts/day2_emma.rpy	713	a "[what]"
day2_emma_1_f8c658cc	e_	If the security is blown, we’re sitting ducks. No way am I just going to wait around to be next.	game/story_scripts/day2_emma.rpy	714	e_ "[what]"
day2_emma_1_5b7b19d9	a	What worries me is that this means the mansion's security might be compromised. We can't let our guard down, not for a second.	game/story_scripts/day2_emma.rpy	715	a "[what]"
day2_emma_1_f8c658cc_1	e_	If the security is blown, we’re sitting ducks. No way am I just going to wait around to be next.	game/story_scripts/day2_emma.rpy	717	e_ "[what]"
day2_emma_1_0c239d2b	e_	Yeah, like a fortress. I’m not letting anyone wander off and get picked off one by one.	game/story_scripts/day2_emma.rpy	718	e_ "[what]"
day2_emma_1_6a3b31b5	e	We need a plan. Something to keep us all safe. Maybe we should gather everyone in one place where we can watch each other.	game/story_scripts/day2_emma.rpy	720	e "[what]"
day2_emma_1_26394afb	a	That's a good idea. But...	game/story_scripts/day2_emma.rpy	721	a "[what]"
day2_emma_1_c2a0cf29		{i}He trailed off, like he wasn’t sure how to finish that thought.	game/story_scripts/day2_emma.rpy	722	"[what]"
day2_emma_1_d0859ea7	e_	But what? There’s always a “but” with him. Spill it, Alex.	game/story_scripts/day2_emma.rpy	724	e_ "[what]"
day2_emma_1_1ac7bc00		{i}Alex stood across from me, that familiar serious look plastered on his face, but I could tell he was just as shaken. It was written all over him, no matter how hard he tried to mask it.	game/story_scripts/day2_emma.rpy	725	"[what]"
day2_emma_1_5523e545	a	I don’t know. But we’re going to be okay. I’ll make sure of it. We’ll lock the door tonight and stay alert.	game/story_scripts/day2_emma.rpy	726	a "[what]"
day2_emma_1_e1382cd2		{i}He stepped closer, voice low but steady, and pulled me back to reality.	game/story_scripts/day2_emma.rpy	728	"[what]"
day2_emma_1_21cfa606		{i}I stared at him, wanting so badly to believe the words he was saying, but everything felt like it was spiraling out of control.	game/story_scripts/day2_emma.rpy	729	"[what]"
day2_emma_1_6982be3c	e_	Okay? How the hell are we going to be okay when everything’s falling apart?	game/story_scripts/day2_emma.rpy	730	e_ "[what]"
day2_emma_1_a1819acc		{i}I bit down on my lip, holding back the urge to lash out, but the frustration boiled inside me. I wanted to run, to scream, to get out of this place.	game/story_scripts/day2_emma.rpy	731	"[what]"
day2_emma_1_2d98a2d0	e	I hate this. This place... It’s supposed to be our home for a year, but now... I don’t know if I can do this.	game/story_scripts/day2_emma.rpy	733	e "[what]"
day2_emma_1_7f048855		{i}My voice cracked, and I hated how weak I sounded.	game/story_scripts/day2_emma.rpy	734	"[what]"
day2_emma_1_7cee1de4	e_	Damn it, Emma. Get a grip.	game/story_scripts/day2_emma.rpy	735	e_ "[what]"
day2_emma_1_8c7349e4		{i}How were we supposed to survive in this godforsaken mansion with everything that had happened?	game/story_scripts/day2_emma.rpy	737	"[what]"
day2_emma_1_8af7bc89		{i}He reached for my hand, squeezing it gently. His touch was warm, but it didn’t calm the storm inside me. I looked at him, seeing the doubt flicker in his eyes even though he tried to cover it.	game/story_scripts/day2_emma.rpy	738	"[what]"
